Unnamed: 0,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2008,1,1,0,-5.0,0.3,-9.7,0.2,73,2.2,991.9,0.5,2.4,0.8,0,0
1,2008,1,1,1,-6.1,0.3,-10.2,0.2,76,2.3,991.5,0.5,2.3,0.7,0,0
2,2008,1,1,2,-7.2,0.3,-10.8,0.2,78,2.3,991.1,0.5,2.2,0.7,0,0
3,2008,1,1,3,-8.2,0.3,-11.3,0.2,81,2.4,990.8,0.5,2.1,0.7,0,0
4,2008,1,1,4,-9.3,0.3,-11.8,0.2,84,2.5,990.4,0.5,2.1,0.7,0,0
5,2008,1,1,5,-10.3,0.3,-12.4,0.2,86,2.6,990.0,0.5,2.0,0.6,0,0
6,2008,1,1,6,-11.4,0.3,-12.9,0.2,89,2.7,989.6,0.5,1.9,0.6,0,0
7,2008,1,1,7,-11.3,0.3,-12.9,0.2,88,2.6,989.9,0.5,2.0,0.6,0,0
8,2008,1,1,8,-11.4,0.3,-12.9,0.2,89,2.7,990.0,0.5,2.0,0.6,9,0
9,2008,1,1,9,-11.2,0.3,-12.8,0.2,88,2.6,990.7,0.5,2.0,0.6,70,2
10,2008,1,1,10,-8.0,0.3,-10.5,0.2,82,2.5,991.3,0.5,2.2,0.7,128,4
11,2008,1,1,11,-3.8,0.3,-7.2,0.2,77,2.3,991.3,0.5,3.2,1.0,155,5
12,2008,1,1,12,-2.5,0.3,-6.7,0.2,73,2.2,991.1,0.5,4.5,1.4,247,7
13,2008,1,1,13,-2.3,0.3,-6.4,0.2,73,2.2,990.4,0.5,4.7,1.5,180,5
14,2008,1,1,14,-1.9,0.3,-6.2,0.2,72,2.2,990.1,0.5,4.8,1.5,244,7
15,2008,1,1,15,-1.9,0.3,-5.9,0.2,74,2.2,990.3,0.5,5.0,1.6,166,5
16,2008,1,1,16,-2.7,0.3,-6.0,0.2,78,2.3,991.4,0.5,3.6,1.2,120,4
17,2008,1,1,17,-3.2,0.3,-6.1,0.2,80,2.4,991.7,0.5,3.5,1.1,43,1
18,2008,1,1,18,-3.6,0.3,-6.2,0.2,82,2.5,992.6,0.5,3.2,1.0,0,0
19,2008,1,1,19,-3.7,0.3,-6.3,0.2,82,2.5,993.0,0.5,2.9,0.9,0,0
20,2008,1,1,20,-3.9,0.3,-6.4,0.2,83,2.5,993.3,0.5,2.7,0.9,0,0
21,2008,1,1,21,-3.9,0.3,-6.5,0.2,82,2.5,993.6,0.5,2.5,0.8,0,0
22,2008,1,1,22,-3.8,0.3,-6.5,0.2,82,2.5,993.8,0.5,2.4,0.8,0,0
23,2008,1,1,23,-4.0,0.3,-6.6,0.2,82,2.5,993.8,0.5,2.3,0.7,0,0
24,2008,1,2,0,-4.1,0.3,-6.7,0.2,82,2.5,994.1,0.5,2.1,0.7,0,0
25,2008,1,2,1,-4.0,0.3,-6.6,0.2,82,2.5,994.0,0.5,2.1,0.7,0,0
26,2008,1,2,2,-3.8,0.3,-6.4,0.2,82,2.5,994.1,0.5,2.1,0.7,0,0
27,2008,1,2,3,-3.7,0.3,-6.3,0.2,82,2.5,994.3,0.5,2.2,0.7,0,0
28,2008,1,2,4,-4.3,0.3,-6.4,0.2,85,2.6,994.9,0.5,1.9,0.6,0,0
29,2008,1,2,5,-4.1,0.3,-6.2,0.2,85,2.6,995.0,0.5,1.9,0.6,0,0
30,2008,1,2,6,-3.7,0.3,-5.9,0.2,85,2.6,994.9,0.5,2.0,0.6,0,0
31,2008,1,2,7,-3.6,0.3,-5.8,0.2,85,2.6,995.2,0.5,2.2,0.7,0,0
