Unnamed: 0,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2012,1,1,0,-3.4,0.3,-9.4,0.2,65,2.0,996.7,0.5,2.6,0.8,0,0
1,2012,1,1,1,-3.2,0.3,-8.6,0.2,68,2.0,997.5,0.5,2.4,0.8,0,0
2,2012,1,1,2,-3.0,0.3,-7.9,0.2,70,2.1,998.3,0.5,2.2,0.7,0,0
3,2012,1,1,3,-2.7,0.3,-7.1,0.2,73,2.2,999.1,0.5,1.9,0.6,0,0
4,2012,1,1,4,-2.5,0.3,-6.3,0.2,76,2.3,1000.0,0.5,1.7,0.5,0,0
5,2012,1,1,5,-2.2,0.3,-5.6,0.2,78,2.3,1000.8,0.5,1.5,0.5,0,0
6,2012,1,1,6,-2.0,0.3,-4.8,0.2,81,2.4,1001.6,0.5,1.3,0.4,0,0
7,2012,1,1,7,-1.4,0.3,-3.9,0.2,83,2.5,1001.6,0.5,1.3,0.4,0,0
8,2012,1,1,8,-0.9,0.3,-3.3,0.2,84,2.5,1001.9,0.5,1.3,0.4,0,0
9,2012,1,1,9,-0.1,0.3,-2.9,0.2,81,2.4,1002.5,0.5,1.3,0.4,23,1
10,2012,1,1,10,0.9,0.3,-3.1,0.2,75,2.2,1002.7,0.5,2.3,0.7,220,7
11,2012,1,1,11,1.2,0.3,-4.2,0.2,67,2.0,1002.4,0.5,2.9,0.9,292,9
12,2012,1,1,12,1.2,0.3,-4.9,0.2,64,1.9,1001.5,0.5,3.2,1.0,52,2
13,2012,1,1,13,1.3,0.3,-5.4,0.2,61,1.8,1000.7,0.5,3.4,1.1,268,8
14,2012,1,1,14,1.6,0.3,-6.0,0.2,57,1.7,999.9,0.5,3.8,1.2,272,8
15,2012,1,1,15,1.6,0.3,-6.4,0.2,55,1.6,999.6,0.5,4.0,1.3,162,5
16,2012,1,1,16,0.5,0.3,-4.0,0.2,72,2.2,998.6,0.5,3.8,1.2,125,4
17,2012,1,1,17,-0.8,0.3,-5.5,0.2,70,2.1,999.9,0.5,5.0,1.6,12,0
18,2012,1,1,18,-2.0,0.3,-8.0,0.2,64,1.9,1000.7,0.5,4.7,1.5,10,0
19,2012,1,1,19,-2.9,0.3,-9.9,0.2,59,1.8,1001.4,0.5,4.5,1.4,10,0
20,2012,1,1,20,-3.7,0.3,-10.7,0.2,58,1.7,1001.7,0.5,4.6,1.5,0,0
21,2012,1,1,21,-4.1,0.3,-11.3,0.2,57,1.7,1001.8,0.5,4.6,1.5,0,0
22,2012,1,1,22,-4.5,0.3,-11.7,0.2,57,1.7,1002.1,0.5,4.3,1.4,0,0
23,2012,1,1,23,-4.7,0.3,-11.8,0.2,58,1.7,1002.4,0.5,3.9,1.2,0,0
24,2012,1,2,0,-4.8,0.3,-11.9,0.2,58,1.7,1002.6,0.5,3.6,1.2,0,0
25,2012,1,2,1,-4.9,0.3,-12.0,0.2,58,1.7,1002.6,0.5,3.3,1.1,0,0
26,2012,1,2,2,-5.0,0.3,-12.1,0.2,58,1.7,1002.8,0.5,3.0,1.0,0,0
27,2012,1,2,3,-5.0,0.3,-12.1,0.2,58,1.7,1003.1,0.5,2.8,0.9,0,0
28,2012,1,2,4,-5.4,0.3,-11.7,0.2,61,1.8,1004.2,0.5,2.8,0.9,0,0
29,2012,1,2,5,-5.7,0.3,-11.7,0.2,63,1.9,1004.1,0.5,2.5,0.8,0,0
30,2012,1,2,6,-5.9,0.3,-11.7,0.2,64,1.9,1004.7,0.5,2.4,0.8,0,0
31,2012,1,2,7,-6.2,0.3,-11.6,0.2,66,2.0,1004.9,0.5,1.9,0.6,10,0
32,2012,1,2,8,-6.4,0.3,-11.6,0.2,67,2.0,1005.2,0.5,1.6,0.5,22,1
33,2012,1,2,9,-5.5,0.3,-11.5,0.2,63,1.9,1005.4,0.5,1.6,0.5,169,5
