Unnamed: 0,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2012,1,1,0,-3.2,0.3,-8.1,0.2,71,2.1,996.0,0.5,1.8,0.6,0,0
1,2012,1,1,1,-3.1,0.3,-7.6,0.2,73,2.2,996.8,0.5,1.7,0.5,0,0
2,2012,1,1,2,-3.0,0.3,-7.0,0.2,76,2.3,997.7,0.5,1.6,0.5,0,0
3,2012,1,1,3,-3.0,0.3,-6.5,0.2,78,2.3,998.5,0.5,1.5,0.5,0,0
4,2012,1,1,4,-2.9,0.3,-6.0,0.2,80,2.4,999.4,0.5,1.3,0.4,0,0
5,2012,1,1,5,-2.8,0.3,-5.4,0.2,83,2.5,1000.2,0.5,1.2,0.4,0,0
6,2012,1,1,6,-2.7,0.3,-4.9,0.2,85,2.6,1001.1,0.5,1.1,0.4,0,0
7,2012,1,1,7,-2.8,0.3,-4.7,0.2,87,2.6,1001.2,0.5,1.0,0.3,0,0
8,2012,1,1,8,-2.8,0.3,-4.5,0.2,88,2.6,1001.6,0.5,1.0,0.3,0,0
9,2012,1,1,9,-0.7,0.3,-2.7,0.2,86,2.6,1002.1,0.5,0.9,0.3,58,2
10,2012,1,1,10,2.4,0.3,-1.8,0.2,74,2.2,1002.2,0.5,1.1,0.4,235,7
11,2012,1,1,11,4.1,0.3,-1.9,0.2,65,2.0,1001.4,0.5,2.0,0.6,288,9
12,2012,1,1,12,4.5,0.3,-2.2,0.2,62,1.9,1000.3,0.5,2.9,0.9,108,3
13,2012,1,1,13,5.2,0.3,-2.4,0.2,58,1.7,999.2,0.5,3.4,1.1,21,1
14,2012,1,1,14,4.8,0.3,-2.4,0.2,60,1.8,998.5,0.5,3.1,1.0,19,1
15,2012,1,1,15,4.3,0.3,-2.7,0.2,60,1.8,998.5,0.5,3.0,1.0,16,0
16,2012,1,1,16,2.9,0.3,-2.5,0.2,68,2.0,998.1,0.5,3.4,1.1,6,0
17,2012,1,1,17,1.2,0.3,-4.0,0.2,68,2.0,999.1,0.5,3.7,1.2,2,0
18,2012,1,1,18,-0.2,0.3,-6.3,0.2,63,1.9,999.7,0.5,4.0,1.3,10,0
19,2012,1,1,19,-1.2,0.3,-8.7,0.2,57,1.7,1000.4,0.5,3.9,1.2,10,0
20,2012,1,1,20,-2.2,0.3,-10.0,0.2,55,1.6,1000.5,0.5,3.7,1.2,0,0
21,2012,1,1,21,-3.0,0.3,-10.1,0.2,58,1.7,1000.6,0.5,3.5,1.1,0,0
22,2012,1,1,22,-3.4,0.3,-10.0,0.2,60,1.8,1000.7,0.5,3.0,1.0,0,0
23,2012,1,1,23,-3.6,0.3,-10.2,0.2,60,1.8,1000.9,0.5,2.7,0.9,0,0
24,2012,1,2,0,-3.8,0.3,-10.5,0.2,60,1.8,1001.0,0.5,2.4,0.8,0,0
25,2012,1,2,1,-4.1,0.3,-10.8,0.2,60,1.8,1001.0,0.5,2.2,0.7,0,0
26,2012,1,2,2,-4.3,0.3,-11.1,0.2,59,1.8,1001.4,0.5,2.0,0.6,0,0
27,2012,1,2,3,-4.6,0.3,-11.3,0.2,59,1.8,1001.8,0.5,1.9,0.6,0,0
28,2012,1,2,4,-4.7,0.3,-11.0,0.2,61,1.8,1002.7,0.5,2.1,0.7,0,0
29,2012,1,2,5,-4.8,0.3,-11.2,0.2,61,1.8,1002.6,0.5,1.9,0.6,0,0
30,2012,1,2,6,-5.0,0.3,-11.4,0.2,61,1.8,1003.1,0.5,1.8,0.6,0,0
31,2012,1,2,7,-5.5,0.3,-11.5,0.2,63,1.9,1003.2,0.5,1.6,0.5,10,0
32,2012,1,2,8,-5.9,0.3,-11.4,0.2,65,2.0,1003.4,0.5,1.5,0.5,33,1
33,2012,1,2,9,-3.7,0.3,-11.4,0.2,55,1.6,1003.8,0.5,1.5,0.5,180,5
34,2012,1,2,10,-1.2,0.3,-11.9,0.2,44,1.3,1003.9,0.5,1.3,0.4,338,10
35,2012,1,2,11,1.0,0.3,-12.4,0.2,36,1.1,1003.2,0.5,1.0,0.3,458,14
36,2012,1,2,12,2.6,0.3,-12.8,0.2,31,0.9,1002.1,0.5,0.9,0.3,524,16
37,2012,1,2,13,3.6,0.3,-12.6,0.2,29,0.9,1001.2,0.5,1.0,0.3,526,16
