Unnamed: 0,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2010,1,1,0,-1.6,0.3,-7.4,0.2,66,2.0,1016.1,0.5,3.0,1.0,0,0
1,2010,1,1,1,-2.5,0.3,-8.0,0.2,67,2.0,1016.0,0.5,2.8,0.9,0,0
2,2010,1,1,2,-3.4,0.3,-8.5,0.2,68,2.0,1015.9,0.5,2.7,0.9,0,0
3,2010,1,1,3,-4.2,0.3,-9.1,0.2,69,2.1,1015.8,0.5,2.5,0.8,0,0
4,2010,1,1,4,-5.1,0.3,-9.7,0.2,70,2.1,1015.7,0.5,2.4,0.8,0,0
5,2010,1,1,5,-5.9,0.3,-10.2,0.2,72,2.2,1015.6,0.5,2.2,0.7,0,0
6,2010,1,1,6,-6.8,0.3,-10.8,0.2,73,2.2,1015.5,0.5,2.1,0.7,0,0
7,2010,1,1,7,-7.1,0.3,-10.9,0.2,74,2.2,1015.0,0.5,2.4,0.8,0,0
8,2010,1,1,8,-7.3,0.3,-11.0,0.2,75,2.2,1015.2,0.5,2.4,0.8,0,0
9,2010,1,1,9,-6.5,0.3,-10.9,0.2,71,2.1,1015.6,0.5,2.3,0.7,111,3
10,2010,1,1,10,-4.4,0.3,-10.1,0.2,64,1.9,1015.9,0.5,2.1,0.7,149,4
11,2010,1,1,11,-1.5,0.3,-8.5,0.2,59,1.8,1015.9,0.5,1.7,0.5,205,6
12,2010,1,1,12,0.5,0.3,-7.0,0.2,57,1.7,1015.3,0.5,1.2,0.4,523,16
13,2010,1,1,13,1.9,0.3,-6.8,0.2,53,1.6,1014.4,0.5,1.6,0.5,531,16
14,2010,1,1,14,2.6,0.3,-7.1,0.2,49,1.5,1013.7,0.5,2.3,0.7,475,14
15,2010,1,1,15,2.9,0.3,-7.0,0.2,48,1.4,1013.4,0.5,2.1,0.7,350,10
16,2010,1,1,16,2.3,0.3,-7.2,0.2,49,1.5,1012.8,0.5,1.6,0.5,208,6
17,2010,1,1,17,1.7,0.3,-7.1,0.2,52,1.6,1012.7,0.5,0.8,0.3,0,0
18,2010,1,1,18,0.8,0.3,-7.2,0.2,55,1.6,1013.0,0.5,0.3,0.1,0,0
19,2010,1,1,19,-0.3,0.3,-7.3,0.2,59,1.8,1013.2,0.5,0.7,0.2,0,0
20,2010,1,1,20,-2.8,0.3,-7.2,0.2,72,2.2,1013.4,0.5,1.4,0.4,0,0
