Unnamed: 0,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2016,1,1,0,-3.0,0.3,-9.1,0.2,65,2.0,1025.8,0.5,2.4,0.8,0,0
1,2016,1,1,1,-2.5,0.3,-8.1,0.2,68,2.0,1026.5,0.5,2.1,0.7,0,0
2,2016,1,1,2,-2.1,0.3,-7.0,0.2,71,2.1,1027.3,0.5,1.8,0.6,0,0
3,2016,1,1,3,-1.6,0.3,-6.0,0.2,74,2.2,1028.0,0.5,1.4,0.4,0,0
4,2016,1,1,4,-1.1,0.3,-5.0,0.2,76,2.3,1028.8,0.5,1.1,0.4,0,0
5,2016,1,1,5,-0.7,0.3,-3.9,0.2,79,2.4,1029.5,0.5,0.7,0.2,0,0
6,2016,1,1,6,-0.2,0.3,-2.9,0.2,82,2.5,1030.3,0.5,0.4,0.1,0,0
7,2016,1,1,7,-1.3,0.3,-3.3,0.2,86,2.6,1030.4,0.5,0.9,0.3,0,0
8,2016,1,1,8,-2.6,0.3,-3.7,0.2,92,2.8,1030.4,0.5,1.3,0.4,0,0
9,2016,1,1,9,-0.7,0.3,-2.3,0.2,89,2.7,1030.5,0.5,0.8,0.3,106,3
10,2016,1,1,10,2.1,0.3,-1.9,0.2,75,2.2,1030.5,0.5,0.9,0.3,184,6
11,2016,1,1,11,3.5,0.3,-2.0,0.2,67,2.0,1030.3,0.5,0.9,0.3,200,6
12,2016,1,1,12,4.2,0.3,-2.2,0.2,63,1.9,1029.8,0.5,1.7,0.5,342,10
13,2016,1,1,13,4.8,0.3,-2.1,0.2,61,1.8,1028.5,0.5,2.1,0.7,283,8
14,2016,1,1,14,5.1,0.3,-2.1,0.2,60,1.8,1027.8,0.5,2.2,0.7,271,8
15,2016,1,1,15,5.2,0.3,-2.0,0.2,60,1.8,1027.2,0.5,2.3,0.7,205,6
16,2016,1,1,16,4.6,0.3,-1.8,0.2,63,1.9,1026.5,0.5,1.6,0.5,144,4
17,2016,1,1,17,3.7,0.3,-1.8,0.2,67,2.0,1026.7,0.5,1.7,0.5,5,0
18,2016,1,1,18,2.6,0.3,-1.8,0.2,73,2.2,1026.8,0.5,2.0,0.6,10,0
19,2016,1,1,19,2.1,0.3,-1.6,0.2,77,2.3,1026.7,0.5,2.1,0.7,10,0
