Unnamed: 0,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2012,1,1,0,-8.3,0.3,-13.9,0.2,67,2.0,930.6,0.5,2.6,0.8,0,0
1,2012,1,1,1,-8.1,0.3,-13.1,0.2,70,2.1,931.6,0.5,2.5,0.8,0,0
2,2012,1,1,2,-7.9,0.3,-12.3,0.2,74,2.2,932.6,0.5,2.4,0.8,0,0
3,2012,1,1,3,-7.7,0.3,-11.5,0.2,77,2.3,933.5,0.5,2.2,0.7,0,0
4,2012,1,1,4,-7.6,0.3,-10.6,0.2,80,2.4,934.5,0.5,2.1,0.7,0,0
5,2012,1,1,5,-7.4,0.3,-9.8,0.2,84,2.5,935.4,0.5,1.9,0.6,0,0
6,2012,1,1,6,-7.2,0.3,-9.0,0.2,87,2.6,936.4,0.5,1.8,0.6,0,0
7,2012,1,1,7,-6.1,0.3,-8.0,0.2,86,2.6,936.3,0.5,1.9,0.6,0,0
8,2012,1,1,8,-6.1,0.3,-8.1,0.2,86,2.6,936.5,0.5,2.0,0.6,0,0
9,2012,1,1,9,-5.4,0.3,-8.3,0.2,80,2.4,937.0,0.5,2.6,0.8,63,2
10,2012,1,1,10,-3.5,0.3,-8.6,0.2,68,2.0,937.1,0.5,3.2,1.0,253,8
11,2012,1,1,11,-2.5,0.3,-8.8,0.2,62,1.9,936.5,0.5,3.7,1.2,283,8
12,2012,1,1,12,-1.9,0.3,-9.2,0.2,57,1.7,935.5,0.5,4.1,1.3,391,12
13,2012,1,1,13,-1.6,0.3,-9.9,0.2,53,1.6,934.6,0.5,4.4,1.4,325,10
14,2012,1,1,14,-1.7,0.3,-10.3,0.2,52,1.6,933.9,0.5,4.4,1.4,142,4
15,2012,1,1,15,-2.2,0.3,-10.4,0.2,53,1.6,933.8,0.5,4.3,1.4,181,5
16,2012,1,1,16,-2.6,0.3,-9.3,0.2,60,1.8,933.2,0.5,3.5,1.1,66,2
17,2012,1,1,17,-3.8,0.3,-9.5,0.2,65,2.0,933.7,0.5,3.4,1.1,13,0
18,2012,1,1,18,-4.8,0.3,-10.0,0.2,67,2.0,933.9,0.5,3.6,1.2,10,0
19,2012,1,1,19,-5.7,0.3,-11.0,0.2,66,2.0,934.3,0.5,3.9,1.2,10,0
20,2012,1,1,20,-6.6,0.3,-11.6,0.2,68,2.0,934.5,0.5,4.2,1.3,0,0
21,2012,1,1,21,-7.2,0.3,-11.9,0.2,69,2.1,934.6,0.5,3.7,1.2,0,0
