,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2012,1,1,0,-2.0,1.2,-13.8,0.8,43.0,5,1015.2,3.0,3.9,0.5,0.0,0.0
1,2012,1,1,1,-1.5,1.2,-12.8,0.8,45.0,5,1016.1,3.0,4.1,0.5,0.0,0.0
2,2012,1,1,2,-0.8,1.2,-12.0,0.8,45.0,5,1017.1,3.0,4.2,0.5,0.0,0.0
3,2012,1,1,3,-0.3,1.2,-11.2,0.8,46.0,5,1018.3,3.0,4.5,0.5,0.0,0.0
4,2012,1,1,4,0.2,1.2,-10.6,0.8,48.0,5,1019.0,3.0,5.1,0.5,0.0,0.0
5,2012,1,1,5,0.6,1.2,-10.0,0.8,52.0,5,1020.1,3.0,4.7,0.5,0.0,0.0
6,2012,1,1,6,1.0,1.2,-9.3,0.8,55.0,5,1021.0,3.0,3.9,0.5,0.0,0.0
7,2012,1,1,7,0.7,1.2,-9.4,0.8,54.0,5,1021.0,3.0,3.7,0.5,0.0,0.0
8,2012,1,1,8,0.5,1.2,-10.7,0.8,53.0,5,1021.4,3.0,3.4,0.5,126.0,16.0
9,2012,1,1,9,1.1,1.2,-10.5,0.8,53.0,5,1021.2,3.0,2.6,0.5,201.0,25.0
10,2012,1,1,10,2.2,1.2,-11.9,0.8,43.0,5,1021.3,3.0,3.9,0.5,349.0,43.0
11,2012,1,1,11,3.1,1.2,-12.8,0.8,40.0,5,1020.8,3.0,4.2,0.5,433.0,54.0
12,2012,1,1,12,3.4,1.2,-12.3,0.8,37.0,5,1019.5,3.0,4.4,0.5,460.0,57.0
13,2012,1,1,13,3.7,1.2,-12.3,0.8,36.0,5,1018.4,3.0,4.8,0.5,432.0,54.0
14,2012,1,1,14,3.8,1.2,-11.5,0.8,40.0,5,1017.7,3.0,4.0,0.5,216.0,27.0
15,2012,1,1,15,2.7,1.2,-11.9,0.8,42.0,5,1017.7,3.0,4.7,0.5,97.0,12.0
16,2012,1,1,16,2.3,1.2,-10.7,0.8,44.0,5,1018.2,3.0,4.6,0.5,17.0,2.0
17,2012,1,1,17,1.3,1.2,-10.2,0.8,51.0,5,1019.0,3.0,2.6,0.5,0.0,0.0
18,2012,1,1,18,0.4,1.2,-11.0,0.8,58.0,5,1020.5,3.0,2.9,0.5,0.0,0.0
19,2012,1,1,19,0.0,1.2,-9.3,0.8,58.0,5,1021.4,3.0,2.0,0.5,0.0,0.0
20,2012,1,1,20,-0.7,1.2,-9.5,0.8,59.0,5,1021.8,3.0,2.2,0.5,0.0,0.0
21,2012,1,1,21,-1.1,1.2,-9.6,0.8,58.0,5,1022.3,3.0,3.1,0.5,0.0,0.0
22,2012,1,1,22,-1.0,1.2,-8.7,0.8,56.0,5,1022.5,3.0,2.1,0.5,0.0,0.0
23,2012,1,1,23,-1.0,1.2,-8.0,0.8,57.0,5,1022.5,3.0,3.2,0.5,0.0,0.0
24,2012,1,2,0,-0.8,1.2,-6.4,0.8,60.0,5,1022.8,3.0,2.4,0.5,0.0,0.0
25,2012,1,2,1,-1.0,1.2,-7.2,0.8,61.0,5,1022.8,3.0,3.4,0.5,0.0,0.0
26,2012,1,2,2,-1.5,1.2,-8.8,0.8,60.0,5,1023.1,3.0,4.1,0.5,0.0,0.0
27,2012,1,2,3,-2.1,1.2,-9.3,0.8,61.0,5,1023.7,3.0,4.8,0.5,0.0,0.0
28,2012,1,2,4,-2.5,1.2,-9.3,0.8,63.0,5,1023.7,3.0,4.2,0.5,0.0,0.0
29,2012,1,2,5,-2.6,1.2,-9.2,0.8,63.0,5,1023.9,3.0,4.4,0.5,0.0,0.0
30,2012,1,2,6,-3.0,1.2,-9.2,0.8,64.0,5,1023.9,3.0,4.7,0.5,0.0,0.0
31,2012,1,2,7,-3.3,1.2,-9.7,0.8,65.0,5,1024.4,3.0,4.9,0.5,0.0,0.0
32,2012,1,2,8,-3.5,1.2,-10.0,0.8,65.0,5,1024.7,3.0,4.4,0.5,87.0,11.0
33,2012,1,2,9,-2.5,1.2,-9.7,0.8,61.0,5,1025.1,3.0,4.5,0.5,208.0,26.0
34,2012,1,2,10,-0.8,1.2,-9.5,0.8,55.0,5,1025.2,3.0,3.8,0.5,297.0,37.0
35,2012,1,2,11,1.4,1.2,-9.5,0.8,49.0,5,1024.6,3.0,2.9,0.5,407.0,50.0
36,2012,1,2,12,2.3,1.2,-9.0,0.8,47.0,5,1023.8,3.0,1.2,0.5,312.0,39.0
37,2012,1,2,13,2.5,1.2,-7.4,0.8,53.0,5,1023.4,3.0,1.9,0.5,333.0,41.0
38,2012,1,2,14,3.4,1.2,-7.2,0.8,50.0,5,1022.7,3.0,2.2,0.5,324.0,40.0
39,2012,1,2,15,3.4,1.2,-6.2,0.8,52.0,5,1022.1,3.0,2.6,0.5,129.0,16.0
40,2012,1,2,16,3.0,1.2,-4.8,0.8,61.0,5,1022.3,3.0,2.7,0.5,32.0,4.0
41,2012,1,2,17,2.4,1.2,-4.8,0.8,63.0,5,1022.6,3.0,1.3,0.5,0.0,0.0
42,2012,1,2,18,1.4,1.2,-8.0,0.8,68.0,5,1022.7,3.0,1.9,0.5,0.0,0.0
43,2012,1,2,19,0.9,1.2,-9.0,0.8,52.0,5,1022.8,3.0,2.8,0.5,0.0,0.0
44,2012,1,2,20,-0.2,1.2,-9.8,0.8,54.0,5,1022.7,3.0,4.0,0.5,0.0,0.0
45,2012,1,2,21,-0.7,1.2,-10.6,0.8,53.0,5,1022.3,3.0,4.1,0.5,0.0,0.0
46,2012,1,2,22,-1.2,1.2,-10.8,0.8,54.0,5,1022.1,3.0,4.0,0.5,0.0,0.0
47,2012,1,2,23,-1.5,1.2,-11.7,0.8,54.0,5,1021.8,3.0,2.8,0.5,0.0,0.0
48,2012,1,3,0,-1.6,1.2,-12.2,0.8,53.0,5,1021.7,3.0,4.3,0.5,0.0,0.0
49,2012,1,3,1,-2.2,1.2,-13.0,0.8,56.0,5,1021.5,3.0,4.5,0.5,0.0,0.0
50,2012,1,3,2,-2.7,1.2,-13.2,0.8,57.0,5,1021.5,3.0,5.1,0.5,0.0,0.0
51,2012,1,3,3,-2.8,1.2,-13.0,0.8,54.0,5,1021.0,3.0,4.2,0.5,0.0,0.0
52,2012,1,3,4,-3.0,1.2,-13.0,0.8,55.0,5,1020.7,3.0,4.0,0.5,0.0,0.0
53,2012,1,3,5,-2.9,1.2,-13.9,0.8,52.0,5,1020.6,3.0,4.1,0.5,0.0,0.0
54,2012,1,3,6,-3.0,1.2,-14.1,0.8,52.0,5,1020.3,3.0,6.1,0.5,0.0,0.0
55,2012,1,3,7,-3.0,1.2,-14.2,0.8,50.0,5,1020.0,3.0,4.8,0.5,0.0,0.0
56,2012,1,3,8,-2.5,1.2,-13.6,0.8,48.0,5,1020.3,3.0,4.1,0.5,70.0,9.0
57,2012,1,3,9,-2.0,1.2,-14.2,0.8,49.0,5,1020.8,3.0,2.7,0.5,199.0,25.0
58,2012,1,3,10,-0.4,1.2,-14.9,0.8,41.0,5,1020.7,3.0,4.0,0.5,339.0,42.0
59,2012,1,3,11,1.1,1.2,-13.5,0.8,36.0,5,1019.4,3.0,4.0,0.5,401.0,50.0
60,2012,1,3,12,2.1,1.2,-12.7,0.8,36.0,5,1018.0,3.0,3.4,0.5,445.0,55.0
61,2012,1,3,13,3.3,1.2,-13.1,0.8,33.0,5,1016.6,3.0,2.1,0.5,440.0,55.0
62,2012,1,3,14,3.4,1.2,-12.5,0.8,34.0,5,1015.8,3.0,2.9,0.5,304.0,38.0
63,2012,1,3,15,3.0,1.2,-11.5,0.8,38.0,5,1015.8,3.0,3.4,0.5,230.0,29.0
64,2012,1,3,16,2.5,1.2,-11.9,0.8,40.0,5,1015.8,3.0,1.5,0.5,72.0,9.0
65,2012,1,3,17,1.5,1.2,-10.5,0.8,47.0,5,1015.9,3.0,1.9,0.5,0.0,0.0
