,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2016,1,1,0,-10.6,0.3,-10.6,0.2,69.0,2.1,1005.2,0.5,1.3,0.4,0.0,0.0
1,2016,1,1,1,-9.5,0.3,-9.5,0.2,76.0,2.3,1006.5,0.5,1.5,0.5,0.0,0.0
2,2016,1,1,2,-8.4,0.3,-8.4,0.2,79.0,2.4,1007.9,0.5,1.5,0.5,0.0,0.0
3,2016,1,1,3,-7.7,0.3,-7.7,0.2,82.0,2.5,1009.9,0.5,0.8,0.3,0.0,0.0
4,2016,1,1,4,-7.0,0.3,-7.0,0.2,85.0,2.6,1011.4,0.5,0.2,0.1,0.0,0.0
5,2016,1,1,5,-6.0,0.3,-6.0,0.2,88.0,2.6,1012.6,0.5,0.7,0.2,0.0,0.0
6,2016,1,1,6,-4.5,0.3,-4.5,0.2,94.0,2.8,1014.4,0.5,0.1,0.0,0.0,0.0
7,2016,1,1,7,-4.5,0.3,-4.5,0.2,94.0,2.8,1014.8,0.5,0.0,0.0,0.0,0.0
8,2016,1,1,8,-5.2,0.3,-5.2,0.2,93.0,2.8,1014.8,0.5,0.5,0.2,0.0,0.0
9,2016,1,1,9,-5.0,0.3,-5.0,0.2,94.0,2.8,1015.1,0.5,0.4,0.1,31.0,0.9
10,2016,1,1,10,-4.0,0.3,-4.0,0.2,94.0,2.8,1015.5,0.5,0.1,0.0,64.0,1.9
11,2016,1,1,11,-3.2,0.3,-3.2,0.2,91.0,2.7,1015.2,0.5,0.8,0.3,103.0,3.1
12,2016,1,1,12,-2.3,0.3,-2.3,0.2,82.0,2.5,1013.9,0.5,0.8,0.3,222.0,6.7
13,2016,1,1,13,-2.4,0.3,-2.4,0.2,71.0,2.1,1012.8,0.5,0.3,0.1,322.0,9.7
14,2016,1,1,14,-3.8,0.3,-3.8,0.2,60.0,1.8,1011.9,0.5,0.6,0.2,225.0,6.8
15,2016,1,1,15,-3.7,0.3,-3.7,0.2,60.0,1.8,1011.6,0.5,1.0,0.3,139.0,4.2
16,2016,1,1,16,-3.6,0.3,-3.6,0.2,59.0,1.8,1011.5,0.5,0.8,0.3,103.0,3.1
17,2016,1,1,17,-3.6,0.3,-3.6,0.2,60.0,1.8,1010.7,0.5,1.0,0.3,39.0,1.2
18,2016,1,1,18,-3.1,0.3,-3.1,0.2,63.0,1.9,1011.1,0.5,0.6,0.2,0.0,0.0
19,2016,1,1,19,-2.8,0.3,-2.8,0.2,65.0,2.0,1010.8,0.5,0.9,0.3,0.0,0.0
20,2016,1,1,20,-2.7,0.3,-2.7,0.2,67.0,2.0,1010.6,0.5,0.3,0.1,0.0,0.0
21,2016,1,1,21,-2.0,0.3,-2.0,0.2,72.0,2.2,1010.5,0.5,0.4,0.1,0.0,0.0
22,2016,1,1,22,-2.3,0.3,-2.3,0.2,71.0,2.1,1009.8,0.5,0.1,0.0,0.0,0.0
23,2016,1,1,23,-2.0,0.3,-2.0,0.2,74.0,2.2,1009.4,0.5,0.4,0.1,0.0,0.0
24,2016,1,2,0,-2.0,0.3,-2.0,0.2,74.0,2.2,1008.8,0.5,0.3,0.1,0.0,0.0
25,2016,1,2,1,-1.9,0.3,-1.9,0.2,75.0,2.2,1008.7,0.5,0.0,0.0,0.0,0.0
26,2016,1,2,2,-1.6,0.3,-1.6,0.2,76.0,2.3,1008.4,0.5,0.3,0.1,0.0,0.0
27,2016,1,2,3,-1.7,0.3,-1.7,0.2,77.0,2.3,1008.1,0.5,0.2,0.1,0.0,0.0
28,2016,1,2,4,-1.9,0.3,-1.9,0.2,77.0,2.3,1007.4,0.5,0.1,0.0,0.0,0.0
29,2016,1,2,5,-1.9,0.3,-1.9,0.2,77.0,2.3,1007.0,0.5,0.3,0.1,0.0,0.0
30,2016,1,2,6,-1.6,0.3,-1.6,0.2,79.0,2.4,1006.7,0.5,0.6,0.2,0.0,0.0
31,2016,1,2,7,-1.5,0.3,-1.5,0.2,80.0,2.4,1006.6,0.5,0.3,0.1,0.0,0.0
32,2016,1,2,8,-1.4,0.3,-1.4,0.2,82.0,2.5,1006.2,0.5,0.4,0.1,0.0,0.0
33,2016,1,2,9,-1.2,0.3,-1.2,0.2,79.0,2.4,1006.5,0.5,0.3,0.1,36.0,1.1
34,2016,1,2,10,-1.0,0.3,-1.0,0.2,74.0,2.2,1006.9,0.5,0.5,0.2,147.0,4.4
35,2016,1,2,11,-0.4,0.3,-0.4,0.2,67.0,2.0,1006.6,0.5,0.3,0.1,244.0,7.3
36,2016,1,2,12,0.6,0.3,0.6,0.2,65.0,2.0,1005.8,0.5,0.1,0.0,289.0,8.7
37,2016,1,2,13,1.9,0.3,1.9,0.2,63.0,1.9,1004.4,0.5,0.6,0.2,272.0,8.2
38,2016,1,2,14,2.0,0.3,2.0,0.2,63.0,1.9,1003.6,0.5,1.5,0.5,136.0,4.1
39,2016,1,2,15,2.1,0.3,2.1,0.2,62.0,1.9,1003.2,0.5,2.2,0.7,147.0,4.4
40,2016,1,2,16,2.5,0.3,2.5,0.2,63.0,1.9,1003.1,0.5,0.4,0.1,92.0,2.8
41,2016,1,2,17,2.3,0.3,2.3,0.2,66.0,2.0,1002.9,0.5,0.2,0.1,58.0,1.7
42,2016,1,2,18,1.8,0.3,1.8,0.2,77.0,2.3,1003.0,0.5,0.4,0.1,0.0,0.0
43,2016,1,2,19,1.5,0.3,1.5,0.2,79.0,2.4,1002.7,0.5,0.4,0.1,0.0,0.0
44,2016,1,2,20,1.4,0.3,1.4,0.2,84.0,2.5,1002.9,0.5,0.1,0.0,0.0,0.0
45,2016,1,2,21,1.3,0.3,1.3,0.2,84.0,2.5,1002.7,0.5,0.0,0.0,0.0,0.0
46,2016,1,2,22,1.7,0.3,1.7,0.2,87.0,2.6,1002.8,0.5,0.0,0.0,0.0,0.0
47,2016,1,2,23,1.8,0.3,1.8,0.2,89.0,2.7,1002.4,0.5,0.3,0.1,0.0,0.0
48,2016,1,3,0,1.2,0.3,1.2,0.2,92.0,2.8,1002.4,0.5,0.4,0.1,0.0,0.0
49,2016,1,3,1,0.6,0.3,0.6,0.2,91.0,2.7,1002.1,0.5,0.1,0.0,0.0,0.0
50,2016,1,3,2,0.2,0.3,0.2,0.2,93.0,2.8,1001.8,0.5,0.0,0.0,0.0,0.0
51,2016,1,3,3,0.5,0.3,0.5,0.2,93.0,2.8,1001.9,0.5,0.4,0.1,0.0,0.0
52,2016,1,3,4,-0.1,0.3,-0.1,0.2,93.0,2.8,1001.5,0.5,0.0,0.0,0.0,0.0
53,2016,1,3,5,0.3,0.3,0.3,0.2,95.0,2.8,1001.0,0.5,0.2,0.1,0.0,0.0
54,2016,1,3,6,0.5,0.3,0.5,0.2,93.0,2.8,1001.2,0.5,0.6,0.2,0.0,0.0
55,2016,1,3,7,0.0,0.3,0.0,0.2,92.0,2.8,1001.7,0.5,0.1,0.0,0.0,0.0
56,2016,1,3,8,0.5,0.3,0.5,0.2,93.0,2.8,1002.3,0.5,0.2,0.1,0.0,0.0
57,2016,1,3,9,0.9,0.3,0.9,0.2,89.0,2.7,1002.5,0.5,0.2,0.1,31.0,0.9
58,2016,1,3,10,1.5,0.3,1.5,0.2,85.0,2.6,1002.3,0.5,0.2,0.1,119.0,3.6
59,2016,1,3,11,2.0,0.3,2.0,0.2,78.0,2.3,1002.1,0.5,0.8,0.3,303.0,9.1
60,2016,1,3,12,3.0,0.3,3.0,0.2,71.0,2.1,1001.4,0.5,0.9,0.3,364.0,10.9
61,2016,1,3,13,3.7,0.3,3.7,0.2,67.0,2.0,1000.8,0.5,1.4,0.4,408.0,12.2
62,2016,1,3,14,3.2,0.3,3.2,0.2,62.0,1.9,1000.1,0.5,1.4,0.4,428.0,12.8
63,2016,1,3,15,3.3,0.3,3.3,0.2,63.0,1.9,999.7,0.5,2.0,0.6,317.0,9.5
64,2016,1,3,16,3.1,0.3,3.1,0.2,63.0,1.9,999.8,0.5,1.5,0.5,203.0,6.1
65,2016,1,3,17,3.4,0.3,3.4,0.2,68.0,2.0,999.7,0.5,0.5,0.2,69.0,2.1
66,2016,1,3,18,3.2,0.3,3.2,0.2,78.0,2.3,1000.2,0.5,0.7,0.2,0.0,0.0
67,2016,1,3,19,2.6,0.3,2.6,0.2,81.0,2.4,1000.5,0.5,0.8,0.3,0.0,0.0
68,2016,1,3,20,2.6,0.3,2.6,0.2,82.0,2.5,1000.6,0.5,0.4,0.1,0.0,0.0
69,2016,1,3,21,2.3,0.3,2.3,0.2,85.0,2.6,1001.0,0.5,0.5,0.2,0.0,0.0
70,2016,1,3,22,2.2,0.3,2.2,0.2,86.0,2.6,1001.3,0.5,0.2,0.1,0.0,0.0
71,2016,1,3,23,2.4,0.3,2.4,0.2,84.0,2.5,1001.4,0.5,0.5,0.2,0.0,0.0
72,2016,1,4,0,2.7,0.3,2.7,0.2,84.0,2.5,1001.3,0.5,0.9,0.3,0.0,0.0
73,2016,1,4,1,2.9,0.3,2.9,0.2,84.0,2.5,1001.0,0.5,0.3,0.1,0.0,0.0
74,2016,1,4,2,2.9,0.3,2.9,0.2,83.0,2.5,1001.1,0.5,0.3,0.1,0.0,0.0
75,2016,1,4,3,3.1,0.3,3.1,0.2,82.0,2.5,1001.3,0.5,0.3,0.1,0.0,0.0
76,2016,1,4,4,2.7,0.3,2.7,0.2,76.0,2.3,1001.6,0.5,1.7,0.5,0.0,0.0
77,2016,1,4,5,2.0,0.3,2.0,0.2,77.0,2.3,1002.0,0.5,2.0,0.6,0.0,0.0
78,2016,1,4,6,0.6,0.3,0.6,0.2,70.0,2.1,1002.8,0.5,1.3,0.4,0.0,0.0
79,2016,1,4,7,-0.1,0.3,-0.1,0.2,68.0,2.0,1003.3,0.5,0.5,0.2,0.0,0.0
80,2016,1,4,8,0.3,0.3,0.3,0.2,76.0,2.3,1003.9,0.5,0.4,0.1,0.0,0.0
81,2016,1,4,9,0.4,0.3,0.4,0.2,74.0,2.2,1004.4,0.5,1.2,0.4,42.0,1.3
82,2016,1,4,10,-1.0,0.3,-1.0,0.2,63.0,1.9,1005.0,0.5,1.7,0.5,172.0,5.2
83,2016,1,4,11,-3.1,0.3,-3.1,0.2,53.0,1.6,1005.0,0.5,2.2,0.7,300.0,9.0
84,2016,1,4,12,-5.1,0.3,-5.1,0.2,44.0,1.3,1004.3,0.5,3.4,1.1,364.0,10.9
85,2016,1,4,13,-5.1,0.3,-5.1,0.2,41.0,1.2,1003.6,0.5,1.6,0.5,450.0,13.5
86,2016,1,4,14,-7.7,0.3,-7.7,0.2,34.0,1.0,1003.3,0.5,2.7,0.9,411.0,12.3
87,2016,1,4,15,-9.4,0.3,-9.4,0.2,29.0,0.9,1003.3,0.5,2.4,0.8,364.0,10.9
88,2016,1,4,16,-12.0,0.3,-12.0,0.2,25.0,0.8,1003.4,0.5,2.1,0.7,217.0,6.5
89,2016,1,4,17,-16.0,0.3,-16.0,0.2,19.0,0.6,1003.9,0.5,2.1,0.7,106.0,3.2
90,2016,1,4,18,-14.4,0.3,-14.4,0.2,23.0,0.7,1004.3,0.5,1.4,0.4,0.0,0.0
